id,lineName,stationNum,stationName,stationNameKana,trackNum,position,RpdLtdExp,LimitedExp,RpdExp,Exp,SemiExp,positionColor,color,changeStation
150101,名古屋本線,NH37,栄生,さこう,1,一宮・岐阜方面,false,false,false,true,true,青,blue,false
150102,名古屋本線,NH40,二ツ杁,ふたついり,1,一宮・岐阜方面,false,false,false,false,true,青,blue,true
150103,名古屋本線,NH42,須ヶ口,すかぐち,1,一宮・岐阜方面,false,false,true,true,true,青,blue,false
150104,名古屋本線,NH43,丸ノ内,まるのうち,1,一宮・岐阜方面,false,false,false,false,false,青,blue,true
150105,名古屋本線,NH44,新清洲,しんきよす,1,一宮・岐阜方面,false,false,true,true,true,青,blue,false
150106,名古屋本線,NH45,大里,おおさと,1,一宮・岐阜方面,false,false,false,false,false,青,blue,true
150107,名古屋本線,NH46,奥田,おくだ,1,一宮・岐阜方面,false,false,false,false,false,青,blue,true
150108,名古屋本線,NH47,国府宮,こうのみや,1,一宮・岐阜方面,true,true,true,true,true,青,blue,false
150109,名古屋本線,NH48,島氏永,しまうじなが,1,一宮・岐阜方面,false,false,false,false,false,青,blue,true
150110,名古屋本線,NH49,妙興寺,みょうこうじ,1,一宮・岐阜方面,false,false,false,false,false,青,blue,true
150111,名古屋本線,NH50,名鉄一宮,めいてついちのみや,1,一宮・岐阜方面,true,true,true,true,true,青,blue,false
150112,名古屋本線,NH51,今伊勢,いまいせ,1,一宮・岐阜方面,false,false,false,false,false,青,blue,true
150113,名古屋本線,NH52,石刀,いわと,1,一宮・岐阜方面,false,false,false,false,false,青,blue,true
150114,名古屋本線,NH53,新木曽川,しんきそがわ,1,一宮・岐阜方面,true,true,true,true,true,青,blue,false
